,Client_ID,Numero_de_Productos_Ordenados,ID,Lista_de_Volumenes_de_Productos,Volumen_Total
4011,766660,1,[47993],[0.01781848],0.01781848
4012,317885,1,[16972],[0.000603],0.000603
4013,701533,1,[40652],[0.001],0.001
4014,698644,1,[24148],[0.0035606],0.0035606
4015,178032,1,[34092],[0.0015],0.0015
4016,687974,1,[40986],[0.00055037],0.00055037
4017,318851,1,[35129],[0.00214414],0.00214414
4018,534415,1,[15196],[0.01319738],0.01319738
4019,821029,1,[40138],[0.006222],0.006222
4020,465398,1,[24127],[0.0263],0.0263
4021,707536,1,[41703],[0.0009568],0.0009568
4022,757558,1,[34028],[0.0263],0.0263
4023,565564,1,[35209],[0.0009568],0.0009568
4024,721205,1,[41647],[0.0010862],0.0010862
4025,336604,1,[118],[0.10157854],0.10157854
4026,717430,1,[40272],[0.006222],0.006222
4027,768573,2,"[17259, 34791]","[0.001125, 0.050449]",0.051574
4028,582384,1,[47353],[0.00214414],0.00214414
4029,361191,1,[34369],[0.011231],0.011231
4030,258878,1,[17193],[0.9363],0.9363
4031,126647,1,[17397],[0.0009323],0.0009323
4032,705401,1,[34115],[0.000988],0.000988
4033,117869,2,"[42695, 40068]","[0.000764, 0.001125]",0.001889
4034,614869,1,[37535],[0.028782],0.028782
4035,787124,1,[35501],[0.0009568],0.0009568
4036,739900,1,[41261],[0.00094812],0.00094812
4037,361167,1,[41794],[0.0009568],0.0009568
4038,543842,1,[17165],[0.0009568],0.0009568
4039,97812,1,[48248],[0.091266],0.091266
4040,318516,1,[2676],[0.1241],0.1241
4041,501864,1,[17449],[0.0009568],0.0009568
4042,785916,1,[32535],[0.001125],0.001125
4043,708179,1,[37189],[0.00084832],0.00084832
4044,98519,1,[24335],[0.0001],0.0001
4045,770527,1,[35093],[0.00438691],0.00438691
4046,723960,1,[17527],[0.00093183],0.00093183
4047,764764,1,[24371],[0.001],0.001
4048,676265,1,[45231],[0.12],0.12
4049,466716,1,[39597],[0.0009568],0.0009568
4050,318820,1,[34632],[0.00052922],0.00052922
4051,668292,1,[23199],[0.497666],0.497666
4052,469130,2,"[24035, 37490]","[0.00056, 0.001125]",0.0016849999999999999
4053,392464,1,[12438],[0.001125],0.001125
4054,644782,6,"[47181, 17841, 34301, 27940, 24325, 12948]","[0.0035158, 0.62437233, 0.001252, 0.10494707, 0.00054033, 1e-06]",0.7346285300000001
4055,794968,1,[20752],[0.30705],0.30705
4056,735253,1,[48216],[0.57174],0.57174
4057,183839,1,[34324],[0.00108],0.00108
4058,396072,1,[17120],[0.0001],0.0001
4059,542248,1,[46568],[0.001372],0.001372
4060,117962,1,[17841],[0.62437233],0.62437233
4061,829172,1,[37749],[0.134097],0.134097
4062,795053,1,[48161],[0.001],0.001
4063,603251,1,[47810],[0.0009568],0.0009568
4064,711464,1,[17166],[0.06],0.06
4065,541578,2,"[17208, 24335]","[0.05936, 0.0001]",0.059460000000000006
4066,617277,1,[37266],[0.0035606],0.0035606
4067,646533,1,[24335],[0.0001],0.0001
4068,260429,1,[34324],[0.00108],0.00108
4069,782575,1,[45716],[1.35e-05],1.35e-05
4070,725866,1,[16981],[0.07246864],0.07246864
4071,326638,2,"[42629, 46774]","[0.02254992, 0.0003]",0.022849920000000003
4072,773069,1,[47259],[0.003772],0.003772
4073,831055,1,[7677],[0.00056],0.00056
4074,727897,1,[40316],[0.0009568],0.0009568
4075,794909,3,"[34116, 34115, 41647]","[0.001125, 0.000988, 0.0010862]",0.0031992
4076,336572,1,[34560],[0.001617],0.001617
4077,318008,1,[17749],[0.001125],0.001125
4078,231948,1,[17529],[0.001],0.001
4079,395101,1,[51336],[0.002554],0.002554
4080,686271,1,[37537],[0.03121867],0.03121867
4081,635647,1,[34098],[0.031255],0.031255
4082,643846,1,[34620],[0.097],0.097
4083,544295,1,[48397],[0.007427],0.007427
4084,724831,1,[2024],[0.020121],0.020121
4085,660014,1,[18461],[0.00021],0.00021
4086,175223,1,[34628],[0.00498],0.00498
4087,179068,1,[27618],[0.0009568],0.0009568
4088,646024,1,[1586],[0.001135],0.001135
4089,328475,1,[18288],[0.00094812],0.00094812
4090,648690,1,[17206],[0.02987],0.02987
4091,817728,1,[47240],[2.56986114],2.56986114
4092,796692,1,[39343],[0.001],0.001
4093,675831,1,[34068],[5.08e-06],5.08e-06
4094,597043,1,[47353],[0.00214414],0.00214414
4095,674609,2,"[20369, 23947]","[0.020912, 0.00345244]",0.02436444
4096,683684,1,[48236],[0.384],0.384
4097,177143,1,[35450],[0.372356],0.372356
4098,466294,1,[34740],[0.0035158],0.0035158
4099,324589,1,[19650],[0.00816903],0.00816903
4100,657989,1,[17214],[0.020912],0.020912
4101,645498,1,[36041],[0.00061164],0.00061164
4102,327350,1,[23675],[0.0009568],0.0009568
4103,633756,1,[18754],[0.214957],0.214957
4104,392903,1,[17187],[0.029526],0.029526
4105,734846,2,"[332, 17481]","[0.00061861, 0.163511]",0.16412960999999998
4106,810437,1,[17183],[0.000166],0.000166
4107,731968,1,[36024],[0.0009568],0.0009568
4108,730912,1,[17147],[0.52040364],0.52040364
4109,732855,1,[47949],[0.000504],0.000504
4110,717630,1,[39571],[1.29],1.29
4111,667161,1,[43910],[0.04],0.04
4112,641380,1,[44851],[0.000474],0.000474
4113,505460,1,[34068],[5.08e-06],5.08e-06
4114,712295,1,[34568],[0.54717],0.54717
4115,653309,1,[15228],[0.563538],0.563538
4116,663908,2,"[20315, 17155]","[0.0009568, 0.001]",0.0019568
4117,326593,1,[17214],[0.020912],0.020912
4118,82260,1,[3468],[0.0112],0.0112
4119,715083,1,[5411],[0.03121867],0.03121867
4120,732858,2,"[23924, 34160]","[0.001, 0.0009568]",0.0019568
4121,690461,1,[20278],[0.00214414],0.00214414
4122,736631,1,[27071],[0.02],0.02
4123,82002,1,[17187],[0.029526],0.029526
4124,542246,1,[17497],[0.00863],0.00863
4125,808686,1,[27396],[1.56427],1.56427
4126,299032,1,[37236],[0.001125],0.001125
4127,750978,1,[48396],[0.43168],0.43168
4128,804217,1,[34101],[0.02122],0.02122
4129,790517,1,[23723],[0.050597],0.050597
4130,577694,1,[37717],[0.00054033],0.00054033
4131,807846,1,[17678],[0.0009568],0.0009568
4132,624359,1,[39343],[0.001],0.001
4133,800375,1,[23946],[0.00056],0.00056
4134,175993,1,[17101],[0.001],0.001
4135,178041,1,[35096],[0.0035158],0.0035158
4136,715094,1,[35254],[0.000474],0.000474
4137,750783,1,[15361],[0.0009568],0.0009568
4138,391601,1,[38032],[0.000611],0.000611
4139,323434,1,[309],[0.002554],0.002554
4140,544790,1,[37158],[0.0009568],0.0009568
4141,28731,1,[47231],[0.0001],0.0001
4142,391337,1,[40770],[0.1241],0.1241
4143,496086,1,[26009],[1.379e-05],1.379e-05
4144,654989,1,[47212],[0.001826],0.001826
4145,299143,1,[34100],[0.0009568],0.0009568
4146,800632,1,[20184],[0.007159],0.007159
4147,264534,1,[35364],[0.055758],0.055758
4148,744477,1,[17206],[0.02987],0.02987
4149,675833,1,[47050],[0.0009958],0.0009958
4150,830704,1,[14119],[0.001125],0.001125
4151,548944,1,[17386],[0.021952],0.021952
4152,707233,1,[34111],[0.006222],0.006222
4153,391392,1,[38167],[0.000601],0.000601
4154,714799,1,[47943],[0.0009568],0.0009568
4155,391828,2,"[20361, 35112]","[0.08, 0.006904]",0.08690400000000001
4156,676209,1,[36045],[0.001],0.001
4157,674611,1,[41647],[0.0010862],0.0010862
4158,815836,1,[21672],[0.020912],0.020912
4159,512139,1,[47161],[0.0009568],0.0009568
4160,925334,1,[34274],[0.031977],0.031977
4161,675859,1,[17434],[0.046322],0.046322
4162,694433,1,[41903],[0.0483],0.0483
4163,666043,1,[34742],[0.006729],0.006729
4164,465274,1,[17186],[0.39698326],0.39698326
4165,117011,1,[2050],[0.0001],0.0001
4166,684332,1,[47962],[0.0685006],0.0685006
4167,723941,1,[46848],[0.0009568],0.0009568
4168,734031,1,[17237],[0.004509],0.004509
4169,927185,1,[34137],[7.423e-05],7.423e-05
4170,139584,1,[7071],[0.00061613],0.00061613
4171,760507,1,[14475],[0.001125],0.001125
4172,711468,1,[17183],[0.000166],0.000166
4173,925091,1,[34090],[0.013735],0.013735
4174,781715,1,[37717],[0.00054033],0.00054033
4175,656757,1,[40519],[0.06],0.06
4176,392112,5,"[23291, 18535, 48309, 17529, 47287]","[0.00052922, 0.006904, 0.001, 0.001, 0.001]",0.010433220000000003
4177,258759,1,[46817],[0.04576],0.04576
4178,176182,1,[37591],[0.001],0.001
4179,735448,1,[35463],[0.0006731],0.0006731
4180,736379,1,[18461],[0.00021],0.00021
4181,732720,1,[35089],[0.01164375],0.01164375
4182,688602,1,[2740],[0.0062613],0.0062613
4183,260744,1,[22976],[0.02987],0.02987
4184,567926,1,[19723],[0.001],0.001
4185,826260,1,[17223],[0.00053854],0.00053854
4186,713586,1,[34601],[0.0009568],0.0009568
4187,814884,1,[17731],[0.00093183],0.00093183
4188,299179,1,[45460],[0.00094812],0.00094812
4189,626184,1,[17120],[0.0001],0.0001
4190,503647,1,[24472],[0.0009568],0.0009568
4191,391889,1,[17187],[0.029526],0.029526
4192,830449,1,[24471],[0.21735],0.21735
4193,781190,1,[35710],[0.000603],0.000603
4194,713815,1,[17244],[0.011129],0.011129
4195,325013,1,[40381],[0.020912],0.020912
4196,654677,1,[28061],[0.55],0.55
4197,513512,1,[36041],[0.00061164],0.00061164
4198,327007,1,[17439],[0.020912],0.020912
4199,712946,1,[24338],[0.723],0.723
4200,925186,1,[35303],[0.009155],0.009155
4201,724605,1,[34744],[0.0192],0.0192
4202,655582,1,[23675],[0.0009568],0.0009568
4203,750919,1,[27114],[0.17304],0.17304
4204,711591,1,[35112],[0.006904],0.006904
4205,723961,1,[23607],[0.0009568],0.0009568
4206,724719,1,[30213],[0.071824],0.071824
4207,764535,1,[34582],[0.00094812],0.00094812
4208,734130,1,[40270],[0.0001],0.0001
4209,805208,1,[24330],[0.24423917],0.24423917
4210,830755,1,[35258],[0.005242],0.005242
4211,623619,1,[34817],[0.02],0.02
4212,777569,1,[19626],[1.12],1.12
4213,712633,1,[1106],[0.000988],0.000988
4214,751180,1,[4527],[0.178748],0.178748
4215,923739,1,[33564],[0.001],0.001
4216,829268,1,[3203],[0.02122],0.02122
4217,178927,1,[35370],[0.001125],0.001125
4218,626881,1,[47948],[0.4177379],0.4177379
4219,468264,1,[20196],[0.119167],0.119167
4220,183799,1,[1932],[0.285673],0.285673
4221,792006,2,"[1899, 3005]","[0.006222, 0.006222]",0.012444
4222,361273,1,[34357],[0.006624],0.006624
4223,657184,1,[37527],[0.020121],0.020121
4224,336335,1,[37452],[0.074915],0.074915
4225,541804,1,[17662],[0.000603],0.000603
4226,626106,1,[24116],[0.071824],0.071824
4227,116883,1,[24335],[0.0001],0.0001
4228,259750,1,[41854],[0.00105],0.00105
4229,721912,1,[41647],[0.0010862],0.0010862
4230,659770,1,[40450],[0.028782],0.028782
4231,635252,1,[46960],[0.000852],0.000852
4232,725178,1,[16954],[0.001],0.001
4233,723061,1,[3283],[0.0035158],0.0035158
4234,715312,1,[17258],[0.028782],0.028782
4235,563655,1,[48656],[0.0009568],0.0009568
4236,809613,1,[326],[0.0009568],0.0009568
4237,829755,1,[37728],[0.001],0.001
4238,635046,1,[27071],[0.02],0.02
4239,693774,1,[33056],[0.0006731],0.0006731
4240,724594,1,[24453],[7.64e-06],7.64e-06
4241,792477,1,[16964],[0.003434],0.003434
4242,829501,3,"[17759, 39628, 17719]","[0.01842676, 0.0371462, 0.001125]",0.05669796
4243,810036,1,[34100],[0.0009568],0.0009568
4244,677541,1,[41373],[0.03232226],0.03232226
4245,318403,1,[36000],[0.405535],0.405535
4246,177497,1,[17093],[0.0009958],0.0009958
4247,617953,1,[45925],[0.00094812],0.00094812
4248,178708,1,[34581],[0.000715],0.000715
4249,724440,1,[17387],[0.0001],0.0001
4250,664727,1,[34321],[0.0009568],0.0009568
4251,720191,1,[32557],[0.00836071],0.00836071
4252,670393,1,[963],[0.0001],0.0001
4253,323697,1,[43695],[0.028782],0.028782
4254,800892,1,[20361],[0.08],0.08
4255,720335,1,[34028],[0.0263],0.0263
4256,396474,1,[48396],[0.43168],0.43168
4257,820151,1,[47937],[0.632],0.632
4258,80688,1,[47340],[0.0321],0.0321
4259,689593,1,[37584],[1.555],1.555
4260,755729,1,[37177],[0.006222],0.006222
4261,924099,1,[39539],[0.0009568],0.0009568
4262,362910,1,[37151],[0.10494707],0.10494707
4263,724675,1,[46788],[0.001125],0.001125
4264,692441,1,[24335],[0.0001],0.0001
4265,321609,1,[47305],[7.31e-06],7.31e-06
4266,748482,4,"[34250, 41645, 48195, 13896]","[0.06, 0.00056, 0.00345244, 0.223125]",0.28713743999999997
4267,720094,1,[17350],[0.01],0.01
4268,758204,1,[17484],[0.18921641],0.18921641
4269,825978,1,[5464],[0.39166253],0.39166253
4270,732477,1,[34742],[0.006729],0.006729
4271,711961,1,[20244],[0.00371],0.00371
4272,98039,1,[20317],[0.134097],0.134097
4273,648824,1,[34061],[0.072],0.072
4274,778345,1,[23946],[0.00056],0.00056
4275,766444,1,[23343],[0.0009568],0.0009568
4276,746683,1,[34759],[0.0009539],0.0009539
4277,468034,2,"[17509, 17529]","[0.000456, 0.001]",0.001456
4278,780931,1,[17187],[0.029526],0.029526
4279,692979,1,[17515],[0.0001],0.0001
4280,830828,1,[34484],[0.0194],0.0194
4281,668220,1,[39963],[0.134097],0.134097
4282,676088,1,[30052],[0.0009568],0.0009568
4283,653390,1,[12368],[0.000611],0.000611
4284,81294,1,[19892],[0.00054033],0.00054033
4285,650645,1,[47052],[0.008924],0.008924
4286,711091,1,[47876],[0.04],0.04
4287,126071,1,[39963],[0.134097],0.134097
4288,299125,1,[18751],[2.5891],2.5891
4289,391907,1,[32793],[0.144],0.144
4290,734048,1,[40235],[0.001125],0.001125
4291,82794,1,[5807],[0.020912],0.020912
4292,391922,1,[17233],[0.00053478],0.00053478
4293,567350,1,[17397],[0.0009323],0.0009323
4294,749198,1,[48022],[0.39166253],0.39166253
4295,620171,1,[37584],[1.555],1.555
4296,791637,1,[33092],[1.181],1.181
4297,327834,1,[35681],[0.050597],0.050597
4298,753623,1,[12950],[0.031952],0.031952
4299,617437,1,[47939],[0.006157],0.006157
4300,774089,1,[17377],[0.008],0.008
4301,665784,1,[17808],[0.103],0.103
4302,82155,1,[17271],[1.0125],1.0125
4303,318719,1,[23259],[0.21735],0.21735
4304,356697,1,[35693],[0.384],0.384
4305,663316,1,[24355],[0.076162],0.076162
4306,683612,1,[37218],[0.000698],0.000698
4307,679533,1,[34250],[0.06],0.06
4308,727232,1,[37482],[5e-06],5e-06
4309,686900,1,[34266],[0.24861992],0.24861992
4310,924342,1,[17145],[0.001],0.001
4311,798637,1,[39505],[0.028782],0.028782
4312,694556,1,[36166],[0.001],0.001
4313,820524,1,[47659],[0.001],0.001
4314,734179,1,[33840],[0.0009568],0.0009568
4315,742239,1,[24472],[0.0009568],0.0009568
4316,243690,1,[47287],[0.001],0.001
4317,631785,1,[47785],[0.00712041],0.00712041
4318,468945,1,[40380],[0.001125],0.001125
4319,792793,1,[17481],[0.163511],0.163511
4320,739540,1,[39507],[0.18921641],0.18921641
4321,621684,1,[39546],[0.81],0.81
4322,831423,1,[34446],[0.0007308],0.0007308
4323,712786,1,[46645],[0.00371],0.00371
4324,613514,1,[34093],[0.0009568],0.0009568
4325,793646,1,[17439],[0.020912],0.020912
4326,690577,1,[28021],[0.001],0.001
4327,748825,1,[40438],[0.00112],0.00112
4328,733237,1,[24335],[0.0001],0.0001
4329,176134,2,"[34437, 24415]","[0.01, 0.070148]",0.080148
4330,810276,1,[45170],[0.223125],0.223125
4331,690291,1,[35365],[0.223125],0.223125
4332,794632,1,[47949],[0.000504],0.000504
4333,686118,1,[21701],[0.025285],0.025285
4334,734267,1,[21709],[0.006222],0.006222
4335,540189,1,[16607],[0.000322],0.000322
4336,11915,1,[17897],[0.54717],0.54717
4337,177820,1,[37049],[0.08764034],0.08764034
4338,750194,1,[29067],[0.0035158],0.0035158
4339,713935,2,"[35365, 41795]","[0.223125, 0.00863]",0.231755
4340,642057,1,[18537],[0.0009958],0.0009958
4341,733244,1,[39599],[0.0035606],0.0035606
4342,394917,1,[17481],[0.163511],0.163511
4343,323933,1,[34420],[0.06],0.06
4344,544475,1,[24471],[0.21735],0.21735
4345,736713,2,"[35161, 35052]","[0.043661, 5.299e-05]",0.04371399
4346,318574,6,"[47340, 47240, 36000, 39725, 17197, 34055]","[0.0321, 2.56986114, 0.405535, 0.013735, 0.007783, 0.000611]",3.02962514
4347,742186,1,[34299],[0.0009568],0.0009568
4348,336801,1,[16971],[0.002956],0.002956
4349,616353,1,[36102],[0.00430529],0.00430529
4350,607167,1,[13307],[0.0009568],0.0009568
4351,540052,1,[27073],[1.1983904],1.1983904
4352,733967,1,[24035],[0.00056],0.00056
4353,126744,1,[34483],[0.09],0.09
4354,632130,1,[35302],[0.000605],0.000605
4355,97517,1,[40380],[0.001125],0.001125
4356,809073,1,[47219],[1.276e-05],1.276e-05
4357,607698,1,[45453],[0.039936],0.039936
4358,178378,1,[37188],[0.01],0.01
4359,923614,1,[37569],[0.001],0.001
4360,681842,1,[35500],[0.27],0.27
4361,318041,1,[2306],[0.00345244],0.00345244
4362,691854,1,[21037],[0.0009568],0.0009568
4363,646597,1,[2346],[0.000988],0.000988
4364,495786,1,[3198],[0.001],0.001
4365,789380,1,[17694],[1.29],1.29
4366,322352,1,[12223],[0.526842],0.526842
4367,742683,1,[21425],[0.0009568],0.0009568
4368,667892,2,"[50000, 34299]","[0.214957, 0.0009568]",0.21591380000000002
4369,394860,6,"[16077, 16479, 27653, 24035, 34695, 34579]","[1.46259, 0.039855, 0.54717, 0.00056, 0.00093183, 0.020912]",2.07201883
4370,182670,1,[40436],[0.000216],0.000216
4371,335725,1,[34483],[0.09],0.09
4372,318165,1,[47340],[0.0321],0.0321
4373,758242,1,[39370],[0.036828],0.036828
4374,541081,1,[43295],[0.004387],0.004387
4375,327259,1,[18461],[0.00021],0.00021
4376,663359,1,[34098],[0.031255],0.031255
4377,620300,1,[18367],[0.00642],0.00642
4378,692591,2,"[37583, 17387]","[0.004511, 0.0001]",0.0046110000000000005
4379,706563,1,[37949],[0.0009568],0.0009568
4380,182603,1,[41643],[0.0768],0.0768
4381,704005,1,[43450],[1.276e-05],1.276e-05
4382,790063,1,[34581],[0.000715],0.000715
4383,750983,1,[34703],[0.0009539],0.0009539
4384,178137,1,[34809],[0.1789],0.1789
4385,182867,1,[66],[0.00345244],0.00345244
4386,336240,1,[1167],[0.000266],0.000266
4387,178800,1,[39726],[0.000112],0.000112
4388,924042,1,[37961],[0.00449],0.00449
4389,392295,1,[17255],[0.000852],0.000852
4390,729592,2,"[22313, 34436]","[0.000792, 0.217191]",0.21798299999999998
4391,745234,1,[23723],[0.050597],0.050597
4392,97703,1,[34068],[5.08e-06],5.08e-06
4393,715431,1,[17841],[0.62437233],0.62437233
4394,183190,1,[34098],[0.031255],0.031255
4395,676139,1,[34112],[0.00056],0.00056
4396,667691,1,[15198],[0.4205],0.4205
4397,324372,1,[34266],[0.24861992],0.24861992
4398,738787,1,[23405],[0.0066283],0.0066283
4399,650018,1,[4723],[0.0009568],0.0009568
4400,682593,1,[16923],[0.001125],0.001125
4401,828600,1,[41246],[0.001],0.001
4402,830889,1,[35113],[0.000852],0.000852
4403,801168,1,[22941],[0.0009568],0.0009568
4404,543364,1,[34068],[5.08e-06],5.08e-06
4405,369231,1,[17482],[0.178748],0.178748
4406,610299,1,[34742],[0.006729],0.006729
4407,335660,1,[47240],[2.56986114],2.56986114
4408,723141,1,[17259],[0.001125],0.001125
4409,97939,1,[17131],[0.0018891],0.0018891
4410,735957,1,[35113],[0.000852],0.000852
4411,643504,1,[24371],[0.001],0.001
4412,541307,2,"[47681, 17482]","[0.001125, 0.178748]",0.17987299999999998
4413,722415,1,[12886],[3.4e-05],3.4e-05
4414,335516,1,[24371],[0.001],0.001
4415,394197,1,[23683],[0.006904],0.006904
4416,804777,1,[39526],[0.005537],0.005537
4417,797845,1,[16983],[0.031977],0.031977
4418,821695,1,[47785],[0.00712041],0.00712041
4419,613690,1,[20301],[0.0001],0.0001
4420,639893,1,[37049],[0.08764034],0.08764034
4421,815799,1,[16974],[0.00093183],0.00093183
4422,924658,1,[39599],[0.0035606],0.0035606
4423,655330,1,[48247],[0.27],0.27
4424,391127,1,[34809],[0.1789],0.1789
4425,612088,1,[39960],[0.0503],0.0503
4426,681319,1,[17258],[0.028782],0.028782
4427,726317,1,[34437],[0.01],0.01
4428,748757,1,[35217],[0.229875],0.229875
4429,621400,1,[37153],[9e-06],9e-06
4430,391590,1,[34387],[0.00434296],0.00434296
4431,469368,1,[34441],[0.162957],0.162957
4432,773136,1,[27921],[0.236],0.236
4433,721091,1,[24415],[0.070148],0.070148
4434,733086,2,"[16971, 44048]","[0.002956, 0.0009568]",0.0039128
4435,724318,1,[24391],[0.0035158],0.0035158
4436,719812,1,[46705],[0.014047],0.014047
4437,616600,1,[34568],[0.54717],0.54717
4438,586189,1,[35748],[0.02],0.02
4439,324981,1,[34369],[0.011231],0.011231
4440,656828,1,[12948],[1e-06],1e-06
4441,722086,1,[34068],[5.08e-06],5.08e-06
4442,126754,1,[2093],[0.08764034],0.08764034
4443,495292,1,[24335],[0.0001],0.0001
4444,667962,1,[47829],[0.003017],0.003017
4445,695913,1,[34742],[0.006729],0.006729
4446,755987,2,"[34369, 17218]","[0.011231, 0.001125]",0.012355999999999999
4447,363802,1,[46914],[0.006222],0.006222
4448,178608,1,[20190],[0.461433],0.461433
4449,562237,1,[17481],[0.163511],0.163511
4450,819176,1,[2918],[0.0035158],0.0035158
4451,797135,1,[359],[0.031255],0.031255
4452,653501,1,[35501],[0.0009568],0.0009568
4453,831956,2,"[17420, 34811]","[0.002975, 0.03968489]",0.04265989
4454,619883,1,[17841],[0.62437233],0.62437233
4455,829359,1,[46748],[0.053006],0.053006
4456,927094,1,[34069],[0.009683],0.009683
4457,466028,1,[34248],[1.276e-05],1.276e-05
4458,741539,1,[34679],[0.013735],0.013735
4459,742561,1,[48232],[0.00105],0.00105
4460,607330,1,[34742],[0.006729],0.006729
4461,665931,1,[34581],[0.000715],0.000715
4462,555894,1,[48435],[0.04],0.04
4463,325107,1,[34742],[0.006729],0.006729
4464,769448,1,[37583],[0.004511],0.004511
4465,541872,1,[24323],[0.21735],0.21735
4466,711531,1,[34437],[0.01],0.01
4467,792190,1,[2645],[0.027193],0.027193
4468,556270,1,[16246],[0.01653],0.01653
4469,710878,1,[22352],[0.037606],0.037606
4470,790019,1,[17198],[0.0053929],0.0053929
4471,687179,1,[18535],[0.006904],0.006904
4472,620043,1,[34277],[0.18921641],0.18921641
4473,788144,1,[37219],[0.011389],0.011389
4474,728129,1,[46460],[0.001],0.001
4475,776942,1,[24335],[0.0001],0.0001
4476,391117,1,[34581],[0.000715],0.000715
4477,712069,1,[39571],[1.29],1.29
4478,7390,2,"[41916, 29259]","[0.49558119, 0.005242]",0.50082319
4479,362723,1,[47943],[0.0009568],0.0009568
4480,708146,1,[34324],[0.00108],0.00108
4481,259174,1,[40138],[0.006222],0.006222
4482,467839,1,[34780],[0.01653],0.01653
4483,622714,1,[48385],[0.0505],0.0505
4484,730185,1,[50901],[5.08e-06],5.08e-06
4485,391494,1,[37158],[0.0009568],0.0009568
4486,473670,1,[34638],[0.04056625],0.04056625
4487,770327,1,[20510],[0.310659],0.310659
4488,543627,1,[47671],[0.001125],0.001125
4489,628325,1,[34355],[0.7637],0.7637
4490,711419,1,[2536],[0.4205],0.4205
4491,779165,1,[39250],[0.3885],0.3885
4492,671625,1,[36000],[0.405535],0.405535
4493,924233,1,[41794],[0.0009568],0.0009568
4494,781894,1,[47645],[0.0001],0.0001
4495,717613,1,[17193],[0.9363],0.9363
4496,755297,1,[23248],[0.0018891],0.0018891
4497,177081,1,[44048],[0.0009568],0.0009568
4498,707282,1,[43779],[0.384],0.384
4499,610483,1,[45673],[0.0001],0.0001
4500,791119,1,[24035],[0.00056],0.00056
4501,183413,1,[37584],[1.555],1.555
4502,726191,1,[20176],[0.0009568],0.0009568
4503,392302,1,[23343],[0.0009568],0.0009568
4504,680134,1,[18790],[0.00434296],0.00434296
4505,749934,1,[34182],[0.0002],0.0002
4506,800631,1,[28469],[0.3],0.3
4507,711851,1,[34484],[0.0194],0.0194
4508,693004,4,"[47581, 46817, 16968, 17186]","[0.0001, 0.04576, 2.5891, 0.39698326]",3.03194326
4509,541665,1,[34559],[0.00093183],0.00093183
4510,337137,1,[34301],[0.001252],0.001252
4511,690848,1,[48220],[0.001],0.001
4512,175009,1,[34039],[0.06],0.06
4513,644059,1,[34068],[5.08e-06],5.08e-06
4514,810563,1,[24471],[0.21735],0.21735
4515,690473,1,[20269],[0.002554],0.002554
4516,336809,1,[35221],[7.423e-05],7.423e-05
4517,687036,2,"[37584, 35188]","[1.555, 0.004361]",1.559361
4518,662358,2,"[17377, 24335]","[0.008, 0.0001]",0.0081
4519,715348,1,[35972],[1.56427],1.56427
4520,542330,2,"[39507, 41642]","[0.18921641, 0.0001]",0.18931641
4521,829560,1,[37184],[0.00093499],0.00093499
4522,665653,1,[47659],[0.001],0.001
4523,575529,1,[48232],[0.00105],0.00105
4524,705876,1,[34394],[0.00056],0.00056
4525,175056,1,[19907],[0.006222],0.006222
4526,182866,1,[23343],[0.0009568],0.0009568
4527,712145,1,[36022],[0.06],0.06
4528,690493,1,[38524],[0.0009539],0.0009539
4529,715792,1,[25764],[0.0009568],0.0009568
4530,391403,1,[37584],[1.555],1.555
4531,925155,1,[17145],[0.001],0.001
4532,704086,1,[24335],[0.0001],0.0001
4533,539689,2,"[39866, 34080]","[0.000603, 0.0009568]",0.0015598
4534,607928,1,[1440],[1.68e-05],1.68e-05
4535,757908,1,[48229],[0.00036575],0.00036575
4536,635633,1,[23607],[0.0009568],0.0009568
4537,924348,1,[23624],[0.103],0.103
4538,327596,1,[24371],[0.001],0.001
4539,713821,1,[199],[0.093329],0.093329
4540,712067,1,[34568],[0.54717],0.54717
4541,704364,1,[34112],[0.00056],0.00056
4542,818074,1,[17244],[0.011129],0.011129
4543,591692,1,[40732],[0.0009323],0.0009323
4544,640344,1,[24501],[0.004361],0.004361
4545,721541,1,[11822],[0.0035606],0.0035606
4546,832073,1,[37582],[0.02145],0.02145
4547,795242,1,[4723],[0.0009568],0.0009568
4548,337244,1,[20254],[0.007427],0.007427
4549,713092,1,[17391],[0.000601],0.000601
4550,924568,1,[2556],[0.08],0.08
4551,721249,1,[34646],[0.07754],0.07754
4552,757855,1,[37583],[0.004511],0.004511
4553,770637,1,[17706],[0.001125],0.001125
4554,318650,1,[17496],[0.22048779],0.22048779
4555,177840,1,[17420],[0.002975],0.002975
4556,719424,1,[35369],[0.02918044],0.02918044
4557,138976,1,[28199],[0.1202],0.1202
4558,660480,1,[21318],[0.0009958],0.0009958
4559,465403,1,[17735],[0.0009568],0.0009568
4560,394204,1,[37583],[0.004511],0.004511
4561,335737,1,[24148],[0.0035606],0.0035606
4562,830438,1,[47016],[0.001125],0.001125
4563,926199,1,[38746],[0.45724],0.45724
4564,681235,1,[47201],[0.086225],0.086225
4565,811104,1,[23558],[0.00214414],0.00214414
4566,751935,1,[34704],[0.02464],0.02464
4567,335200,1,[14087],[0.0009568],0.0009568
4568,786716,1,[34321],[0.0009568],0.0009568
4569,708914,1,[17135],[0.00121],0.00121
4570,731251,1,[31561],[0.0001],0.0001
4571,178910,1,[47786],[0.0590337],0.0590337
4572,724841,1,[2705],[0.00061861],0.00061861
4573,603986,1,[34696],[0.000322],0.000322
